,year,month,day,irradiance
2067,2011,12,23,3.15
2068,2011,12,24,3.47
2069,2011,12,25,3.61
2070,2011,12,26,3.29
2071,2011,12,27,2.74
2072,2011,12,28,3.04
2073,2011,12,29,2.94
2074,2011,12,30,2.81
2075,2011,12,31,2.65
2076,2012,12,1,4.2
2077,2012,12,2,3.99
2078,2012,12,3,3.77
2079,2012,12,4,3.9
2080,2012,12,5,3.78
2081,2012,12,6,4.01
2082,2012,12,7,3.56
2083,2012,12,8,3.86
2084,2012,12,9,3.87
2085,2012,12,10,3.42
2086,2012,12,11,0.77
2087,2012,12,12,3.11
2088,2012,12,13,3.05
2089,2012,12,14,2.65
2090,2012,12,15,2.26
2091,2012,12,16,2.06
2092,2012,12,17,3.59
2093,2012,12,18,3.74
2094,2012,12,19,3.99
2095,2012,12,20,4.09
2096,2012,12,21,3.93
2097,2012,12,22,3.56
2098,2012,12,23,2.13
2099,2012,12,24,1.82
2100,2012,12,25,1.77
2101,2012,12,26,2.09
2102,2012,12,27,1.7
2103,2012,12,28,2.79
2104,2012,12,29,3.18
2105,2012,12,30,2.02
2106,2012,12,31,2.61
2107,2013,12,1,4.0
2108,2013,12,2,3.92
2109,2013,12,3,3.69
2110,2013,12,4,3.52
2111,2013,12,5,3.79
2112,2013,12,6,3.79
2113,2013,12,7,3.53
2114,2013,12,8,3.5
2115,2013,12,9,3.23
2116,2013,12,10,3.28
2117,2013,12,11,3.63
2118,2013,12,12,3.77
2119,2013,12,13,3.95
2120,2013,12,14,3.68
2121,2013,12,15,3.48
2122,2013,12,16,3.05
2123,2013,12,17,2.63
2124,2013,12,18,2.46
2125,2013,12,19,2.68
2126,2013,12,20,1.89
2127,2013,12,21,1.02
2128,2013,12,22,1.36
2129,2013,12,23,1.98
2130,2013,12,24,2.82
2131,2013,12,25,3.83
2132,2013,12,26,3.81
2133,2013,12,27,1.29
2134,2013,12,28,3.4
2135,2013,12,29,3.68
2136,2013,12,30,2.59
2137,2013,12,31,0.88
2138,2014,12,1,3.94
2139,2014,12,2,4.03
2140,2014,12,3,3.91
2141,2014,12,4,3.95
2142,2014,12,5,3.72
2143,2014,12,6,3.84
2144,2014,12,7,3.78
2145,2014,12,8,3.87
2146,2014,12,9,3.59
2147,2014,12,10,3.57
2148,2014,12,11,3.92
2149,2014,12,12,2.97
2150,2014,12,13,0.99
2151,2014,12,14,0.71
2152,2014,12,15,2.6
2153,2014,12,16,3.23
2154,2014,12,17,3.18
2155,2014,12,18,2.54
2156,2014,12,19,1.94
2157,2014,12,20,2.79
2158,2014,12,21,2.04
2159,2014,12,22,1.66
2160,2014,12,23,2.41
2161,2014,12,24,2.56
2162,2014,12,25,1.93
2163,2014,12,26,2.66
2164,2014,12,27,3.12
2165,2014,12,28,2.54
2166,2014,12,29,2.87
2167,2014,12,30,2.95
2168,2014,12,31,2.5
2169,2023,12,1,2.56
2170,2023,12,2,2.93
2171,2023,12,3,2.86
2172,2023,12,4,2.5
2173,2023,12,5,3.53
2174,2023,12,6,3.58
2175,2023,12,7,3.03
2176,2023,12,8,3.17
2177,2023,12,9,3.57
2178,2023,12,10,3.72
2179,2023,12,11,3.59
2180,2023,12,12,3.29
2181,2023,12,13,3.4
2182,2023,12,14,3.28
2183,2023,12,15,3.49
2184,2023,12,16,3.43
2185,2023,12,17,3.27
2186,2023,12,18,3.66
2187,2023,12,19,3.96
2188,2023,12,20,3.3
2189,2023,12,21,3.5
2190,2023,12,22,3.32
2191,2023,12,23,2.66
2192,2023,12,24,2.65
2193,2023,12,25,2.76
2194,2023,12,26,2.59
2195,2023,12,27,2.13
2196,2023,12,28,2.02
2197,2023,12,29,0.99
2198,2023,12,30,1.51
2199,2023,12,31,0.51
2200,2015,12,1,2.43
2201,2015,12,2,2.3
2202,2015,12,3,2.98
2203,2015,12,4,3.7
2204,2015,12,5,3.8
2205,2015,12,6,3.22
2206,2015,12,7,3.06
2207,2015,12,8,3.33
2208,2015,12,9,2.12
2209,2015,12,10,2.93
2210,2015,12,11,2.39
2211,2015,12,12,2.13
2212,2015,12,13,3.49
2213,2015,12,14,3.65
2214,2015,12,15,3.7
2215,2015,12,16,3.63
2216,2015,12,17,2.87
2217,2015,12,18,3.1
2218,2015,12,19,3.5
2219,2015,12,20,3.07
2220,2015,12,21,2.88
2221,2015,12,22,2.56
2222,2015,12,23,2.48
2223,2015,12,24,3.23
2224,2015,12,25,3.85
2225,2015,12,26,3.69
2226,2015,12,27,3.39
2227,2015,12,28,3.49
2228,2015,12,29,3.61
2229,2015,12,30,3.72
2230,2015,12,31,3.28
2231,2016,12,1,2.5
2232,2016,12,2,2.56
2233,2016,12,3,3.34
2234,2016,12,4,3.62
2235,2016,12,5,3.63
2236,2016,12,6,2.95
2237,2016,12,7,2.38
2238,2016,12,8,2.45
2239,2016,12,9,2.81
2240,2016,12,10,2.33
2241,2016,12,11,3.14
2242,2016,12,12,3.49
2243,2016,12,13,3.22
2244,2016,12,14,3.33
2245,2016,12,15,3.77
2246,2016,12,16,3.72
2247,2016,12,17,3.38
2248,2016,12,18,3.51
2249,2016,12,19,3.38
2250,2016,12,20,3.76
2251,2016,12,21,3.96
2252,2016,12,22,3.81
2253,2016,12,23,3.61
2254,2016,12,24,3.11
2255,2016,12,25,2.26
2256,2016,12,26,3.36
2257,2016,12,27,3.69
2258,2016,12,28,3.61
2259,2016,12,29,2.52
2260,2016,12,30,2.05
2261,2016,12,31,2.37
2262,2017,12,1,3.57
2263,2017,12,2,3.31
2264,2017,12,3,2.45
2265,2017,12,4,2.51
2266,2017,12,5,1.89
2267,2017,12,6,2.62
2268,2017,12,7,3.54
2269,2017,12,8,3.94
2270,2017,12,9,3.77
2271,2017,12,10,3.69
2272,2017,12,11,2.09
2273,2017,12,12,2.82
2274,2017,12,13,2.22
2275,2017,12,14,2.38
2276,2017,12,15,2.87
2277,2017,12,16,3.44
2278,2017,12,17,3.97
2279,2017,12,18,3.85
2280,2017,12,19,3.11
2281,2017,12,20,2.7
2282,2017,12,21,2.88
2283,2017,12,22,3.58
2284,2017,12,23,4.07
2285,2017,12,24,3.52
2286,2017,12,25,3.39
2287,2017,12,26,3.37
2288,2017,12,27,3.42
2289,2017,12,28,3.18
2290,2017,12,29,2.95
2291,2017,12,30,2.67
2292,2017,12,31,2.09
2293,2018,12,1,3.68
2294,2018,12,2,3.52
2295,2018,12,3,3.44
2296,2018,12,4,3.09
2297,2018,12,5,3.14
2298,2018,12,6,3.26
2299,2018,12,7,3.16
2300,2018,12,8,3.32
2301,2018,12,9,3.0
2302,2018,12,10,2.85
2303,2018,12,11,2.59
2304,2018,12,12,1.98
2305,2018,12,13,2.57
2306,2018,12,14,3.32
2307,2018,12,15,3.64
2308,2018,12,16,3.65
2309,2018,12,17,3.01
2310,2018,12,18,3.78
2311,2018,12,19,3.59
2312,2018,12,20,3.71
2313,2018,12,21,3.5
2314,2018,12,22,3.17
2315,2018,12,23,2.83
2316,2018,12,24,3.19
2317,2018,12,25,3.08
2318,2018,12,26,3.23
2319,2018,12,27,3.47
2320,2018,12,28,3.62
2321,2018,12,29,3.75
2322,2018,12,30,3.3
2323,2018,12,31,3.48
2324,2019,12,1,2.98
2325,2019,12,2,3.54
2326,2019,12,3,3.96
2327,2019,12,4,3.36
2328,2019,12,5,2.84
2329,2019,12,6,2.68
2330,2019,12,7,2.71
2331,2019,12,8,2.65
2332,2019,12,9,2.54
2333,2019,12,10,2.57
2334,2019,12,11,2.08
2335,2019,12,12,1.3
2336,2019,12,13,0.94
2337,2019,12,14,2.07
2338,2019,12,15,2.69
2339,2019,12,16,0.8
2340,2019,12,17,1.04
2341,2019,12,18,2.26
2342,2019,12,19,1.62
2343,2019,12,20,1.89
2344,2019,12,21,1.88
2345,2019,12,22,2.05
2346,2019,12,23,2.04
2347,2019,12,24,2.18
2348,2019,12,25,1.93
2349,2019,12,26,2.26
2350,2019,12,27,2.26
2351,2019,12,28,1.61
2352,2019,12,29,1.84
2353,2019,12,30,0.7
2354,2019,12,31,2.07
2355,2020,12,1,3.62
2356,2020,12,2,3.71
2357,2020,12,3,3.36
2358,2020,12,4,3.45
2359,2020,12,5,3.67
2360,2020,12,6,3.5
2361,2020,12,7,2.88
2362,2020,12,8,3.2
2363,2020,12,9,3.46
2364,2020,12,10,3.4
2365,2020,12,11,2.22
2366,2020,12,12,1.92
2367,2020,12,13,2.88
2368,2020,12,14,3.26
2369,2020,12,15,3.0
2370,2020,12,16,3.15
2371,2020,12,17,3.53
2372,2020,12,18,3.9
2373,2020,12,19,3.84
2374,2020,12,20,3.55
2375,2020,12,21,3.26
2376,2020,12,22,3.27
2377,2020,12,23,3.08
2378,2020,12,24,3.12
2379,2020,12,25,3.36
2380,2020,12,26,3.17
2381,2020,12,27,2.95
2382,2020,12,28,3.46
2383,2020,12,29,3.52
2384,2020,12,30,2.75
2385,2020,12,31,2.53
2386,2021,12,1,1.97
2387,2021,12,2,1.35
2388,2021,12,3,2.2
2389,2021,12,4,3.67
2390,2021,12,5,2.5
2391,2021,12,6,2.96
2392,2021,12,7,3.7
2393,2021,12,8,3.71
2394,2021,12,9,3.44
2395,2021,12,10,3.38
2396,2021,12,11,3.53
2397,2021,12,12,3.33
2398,2021,12,13,2.8
2399,2021,12,14,2.56
2400,2021,12,15,2.43
2401,2021,12,16,2.05
2402,2021,12,17,3.2
2403,2021,12,18,3.44
2404,2021,12,19,3.91
2405,2021,12,20,3.78
2406,2021,12,21,3.63
2407,2021,12,22,3.55
2408,2021,12,23,2.99
2409,2021,12,24,2.86
2410,2021,12,25,2.95
2411,2021,12,26,1.55
2412,2021,12,27,2.79
2413,2021,12,28,1.09
2414,2021,12,29,3.11
2415,2021,12,30,2.93
2416,2021,12,31,3.15
2417,2022,12,1,3.53
2418,2022,12,2,3.38
2419,2022,12,3,3.15
2420,2022,12,4,2.87
2421,2022,12,5,3.54
2422,2022,12,6,3.65
2423,2022,12,7,3.83
2424,2022,12,8,3.75
2425,2022,12,9,3.65
2426,2022,12,10,3.6
2427,2022,12,11,3.79
2428,2022,12,12,3.97
2429,2022,12,13,4.06
2430,2022,12,14,4.13
2431,2022,12,15,4.14
2432,2022,12,16,4.02
2433,2022,12,17,3.8
2434,2022,12,18,3.33
2435,2022,12,19,2.85
2436,2022,12,20,2.96
2437,2022,12,21,2.84
2438,2022,12,22,2.71
2439,2022,12,23,2.69
2440,2022,12,24,2.98
2441,2022,12,25,2.93
2442,2022,12,26,1.83
2443,2022,12,27,2.94
2444,2022,12,28,3.81
2445,2022,12,29,3.09
2446,2022,12,30,2.33
2447,2022,12,31,2.98
2448,2022,1,1,3.28
2449,2022,1,2,2.93
2450,2022,1,3,3.21
2451,2022,1,4,2.82
2452,2022,1,5,0.81
2453,2022,1,6,2.27
2454,2022,1,7,1.46
2455,2022,1,8,0.52
2456,2022,1,9,1.12
2457,2022,1,10,3.05
2458,2022,1,11,3.28
2459,2022,1,12,2.72
2460,2022,1,13,2.18
2461,2022,1,14,1.63
2462,2022,1,15,0.92
2463,2022,1,16,2.34
2464,2022,1,17,2.07
2465,2022,1,18,2.54
2466,2022,1,19,2.35
2467,2022,1,20,2.05
2468,2022,1,21,2.37
2469,2022,1,22,0.96
2470,2022,1,23,1.36
2471,2022,1,24,2.13
2472,2022,1,25,1.28
2473,2022,1,26,2.74
2474,2022,1,27,3.96
2475,2022,1,28,4.5
2476,2022,1,29,4.56
2477,2022,1,30,4.51
2478,2022,1,31,3.29
2479,2021,1,1,2.03
2480,2021,1,2,1.17
2481,2021,1,3,0.8
2482,2021,1,4,2.22
2483,2021,1,5,1.8
2484,2021,1,6,1.51
2485,2021,1,7,1.62
2486,2021,1,8,1.39
2487,2021,1,9,2.01
2488,2021,1,10,3.09
2489,2021,1,11,3.08
2490,2021,1,12,3.34
2491,2021,1,13,2.97
2492,2021,1,14,2.81
2493,2021,1,15,3.06
2494,2021,1,16,2.56
2495,2021,1,17,1.81
2496,2021,1,18,1.6
2497,2021,1,19,2.67
2498,2021,1,20,3.47
2499,2021,1,21,4.28
2500,2021,1,22,2.71
2501,2021,1,23,3.08
2502,2021,1,24,1.8
2503,2021,1,25,2.26
2504,2021,1,26,3.36
2505,2021,1,27,4.03
2506,2021,1,28,2.95
2507,2021,1,29,3.88
2508,2021,1,30,4.45
2509,2021,1,31,4.64
2510,2020,1,1,2.92
2511,2020,1,2,3.06
2512,2020,1,3,3.12
2513,2020,1,4,2.56
2514,2020,1,5,2.99
2515,2020,1,6,1.57
2516,2020,1,7,1.77
2517,2020,1,8,0.62
2518,2020,1,9,2.96
2519,2020,1,10,3.79
2520,2020,1,11,3.7
2521,2020,1,12,3.73
2522,2020,1,13,2.31
2523,2020,1,14,2.28
2524,2020,1,15,2.6
2525,2020,1,16,1.18
2526,2020,1,17,2.4
2527,2020,1,18,1.73
2528,2020,1,19,3.13
2529,2020,1,20,2.1
2530,2020,1,21,2.41
2531,2020,1,22,2.63
2532,2020,1,23,4.26
2533,2020,1,24,4.56
2534,2020,1,25,4.0
2535,2020,1,26,4.01
2536,2020,1,27,2.57
2537,2020,1,28,2.48
2538,2020,1,29,3.79
2539,2020,1,30,4.39
2540,2020,1,31,4.23
2541,2019,1,1,3.47
2542,2019,1,2,3.22
2543,2019,1,3,2.97
2544,2019,1,4,2.28
2545,2019,1,5,3.05
2546,2019,1,6,1.82
2547,2019,1,7,2.91
2548,2019,1,8,3.38
2549,2019,1,9,3.77
2550,2019,1,10,3.65
2551,2019,1,11,3.18
2552,2019,1,12,2.86
2553,2019,1,13,2.51
2554,2019,1,14,4.19
2555,2019,1,15,3.16
2556,2019,1,16,3.22
2557,2019,1,17,3.54
2558,2019,1,18,3.62
2559,2019,1,19,3.6
2560,2019,1,20,3.59
2561,2019,1,21,1.58
2562,2019,1,22,1.95
2563,2019,1,23,2.92
2564,2019,1,24,2.65
2565,2019,1,25,3.3
2566,2019,1,26,4.29
2567,2019,1,27,3.2
2568,2019,1,28,4.58
2569,2019,1,29,4.68
2570,2019,1,30,3.59
2571,2019,1,31,2.8
2572,2018,1,1,2.86
2573,2018,1,2,2.1
2574,2018,1,3,2.3
2575,2018,1,4,2.49
2576,2018,1,5,2.48
2577,2018,1,6,2.63
2578,2018,1,7,3.53
2579,2018,1,8,3.77
2580,2018,1,9,3.28
2581,2018,1,10,3.81
2582,2018,1,11,4.05
2583,2018,1,12,3.51
2584,2018,1,13,3.76
2585,2018,1,14,4.04
2586,2018,1,15,4.1
2587,2018,1,16,4.27
2588,2018,1,17,3.34
2589,2018,1,18,3.65
2590,2018,1,19,3.76
2591,2018,1,20,4.05
2592,2018,1,21,4.28
2593,2018,1,22,3.91
2594,2018,1,23,1.14
2595,2018,1,24,3.1
2596,2018,1,25,3.24
2597,2018,1,26,3.23
2598,2018,1,27,3.38
2599,2018,1,28,3.57
2600,2018,1,29,4.13
2601,2018,1,30,4.44
2602,2018,1,31,3.86
2603,2017,1,1,2.94
2604,2017,1,2,2.83
2605,2017,1,3,3.14
2606,2017,1,4,3.0
2607,2017,1,5,3.13
2608,2017,1,6,3.19
2609,2017,1,7,0.81
2610,2017,1,8,2.53
2611,2017,1,9,3.0
2612,2017,1,10,3.91
2613,2017,1,11,4.11
2614,2017,1,12,3.75
2615,2017,1,13,3.53
2616,2017,1,14,3.22
2617,2017,1,15,3.5
2618,2017,1,16,3.14
2619,2017,1,17,2.93
2620,2017,1,18,3.51
2621,2017,1,19,3.92
2622,2017,1,20,4.02
2623,2017,1,21,2.34
2624,2017,1,22,2.85
2625,2017,1,23,3.45
2626,2017,1,24,3.43
2627,2017,1,25,2.78
2628,2017,1,26,1.3
2629,2017,1,27,3.07
2630,2017,1,28,3.53
2631,2017,1,29,3.58
2632,2017,1,30,3.74
2633,2017,1,31,3.91
2634,2016,1,1,3.64
2635,2016,1,2,3.14
2636,2016,1,3,3.42
2637,2016,1,4,2.78
2638,2016,1,5,3.27
2639,2016,1,6,2.88
2640,2016,1,7,2.77
2641,2016,1,8,2.36
2642,2016,1,9,3.9
2643,2016,1,10,3.84
2644,2016,1,11,3.81
2645,2016,1,12,3.69
2646,2016,1,13,2.78
2647,2016,1,14,1.84
2648,2016,1,15,1.38
2649,2016,1,16,2.5
2650,2016,1,17,2.4
2651,2016,1,18,2.54
2652,2016,1,19,1.81
2653,2016,1,20,1.88
2654,2016,1,21,3.03
2655,2016,1,22,3.15
2656,2016,1,23,3.77
2657,2016,1,24,2.72
2658,2016,1,25,2.88
2659,2016,1,26,2.89
2660,2016,1,27,3.64
2661,2016,1,28,3.39
2662,2016,1,29,3.08
2663,2016,1,30,3.68
2664,2016,1,31,2.35
2665,2015,1,1,2.21
2666,2015,1,2,0.73
2667,2015,1,3,1.22
2668,2015,1,4,2.06
2669,2015,1,5,3.66
2670,2015,1,6,2.69
2671,2015,1,7,1.62
2672,2015,1,8,1.43
2673,2015,1,9,2.01
2674,2015,1,10,3.09
2675,2015,1,11,2.29
2676,2015,1,12,2.13
2677,2015,1,13,2.66
2678,2015,1,14,1.3
2679,2015,1,15,2.78
2680,2015,1,16,3.16
2681,2015,1,17,3.11
2682,2015,1,18,3.01
2683,2015,1,19,2.45
2684,2015,1,20,1.93
2685,2015,1,21,2.34
2686,2015,1,22,0.55
2687,2015,1,23,2.67
2688,2015,1,24,2.15
2689,2015,1,25,2.4
2690,2015,1,26,1.7
2691,2015,1,27,2.5
2692,2015,1,28,3.41
2693,2015,1,29,4.3
2694,2015,1,30,4.67
2695,2015,1,31,4.53
2696,2023,1,1,3.04
2697,2023,1,2,1.96
2698,2023,1,3,1.75
2699,2023,1,4,1.88
2700,2023,1,5,1.86
2701,2023,1,6,2.27
2702,2023,1,7,2.96
2703,2023,1,8,2.64
2704,2023,1,9,2.15
2705,2023,1,10,2.51
2706,2023,1,11,2.51
2707,2023,1,12,3.22
2708,2023,1,13,2.24
2709,2023,1,14,2.67
2710,2023,1,15,4.41
2711,2023,1,16,4.17
2712,2023,1,17,4.16
2713,2023,1,18,4.1
2714,2023,1,19,3.68
2715,2023,1,20,3.13
2716,2023,1,21,2.89
2717,2023,1,22,2.69
2718,2023,1,23,2.9
2719,2023,1,24,1.48
2720,2023,1,25,1.04
2721,2023,1,26,1.64
2722,2023,1,27,3.94
2723,2023,1,28,4.74
2724,2023,1,29,0.94
2725,2023,1,30,2.05
2726,2023,1,31,3.49
2727,2014,1,1,2.98
2728,2014,1,2,3.65
2729,2014,1,3,3.97
2730,2014,1,4,2.17
2731,2014,1,5,2.3
2732,2014,1,6,2.74
2733,2014,1,7,3.44
2734,2014,1,8,3.07
2735,2014,1,9,2.08
2736,2014,1,10,2.29
2737,2014,1,11,3.13
2738,2014,1,12,3.2
2739,2014,1,13,3.06
2740,2014,1,14,2.62
2741,2014,1,15,1.41
2742,2014,1,16,2.15
2743,2014,1,17,0.88
2744,2014,1,18,1.57
2745,2014,1,19,3.23
2746,2014,1,20,2.58
2747,2014,1,21,0.55
2748,2014,1,22,1.14
2749,2014,1,23,2.87
2750,2014,1,24,2.77
2751,2014,1,25,1.53
2752,2014,1,26,3.38
2753,2014,1,27,4.2
2754,2014,1,28,4.37
2755,2014,1,29,2.8
2756,2014,1,30,2.61
2757,2014,1,31,2.18
2758,2013,1,1,2.44
2759,2013,1,2,1.95
2760,2013,1,3,2.42
2761,2013,1,4,2.6
2762,2013,1,5,2.37
2763,2013,1,6,2.07
2764,2013,1,7,2.5
2765,2013,1,8,3.36
2766,2013,1,9,3.6
2767,2013,1,10,3.89
2768,2013,1,11,4.03
2769,2013,1,12,3.71
2770,2013,1,13,3.47
2771,2013,1,14,2.45
2772,2013,1,15,2.84
2773,2013,1,16,2.83
2774,2013,1,17,2.42
2775,2013,1,18,1.39
2776,2013,1,19,3.58
2777,2013,1,20,3.48
2778,2013,1,21,4.11
2779,2013,1,22,4.06
2780,2013,1,23,3.25
2781,2013,1,24,4.05
2782,2013,1,25,4.34
2783,2013,1,26,4.44
2784,2013,1,27,4.33
2785,2013,1,28,3.5
2786,2013,1,29,4.15
2787,2013,1,30,3.55
2788,2013,1,31,2.85
2789,2012,1,1,1.0
2790,2012,1,2,1.94
2791,2012,1,3,2.35
2792,2012,1,4,2.51
2793,2012,1,5,1.62
2794,2012,1,6,1.5
2795,2012,1,7,1.55
2796,2012,1,8,1.62
2797,2012,1,9,2.87
2798,2012,1,10,3.44
2799,2012,1,11,3.54
2800,2012,1,12,3.93
2801,2012,1,13,4.05
2802,2012,1,14,3.92
2803,2012,1,15,3.24
2804,2012,1,16,2.45
2805,2012,1,17,1.87
2806,2012,1,18,2.38
2807,2012,1,19,2.75
2808,2012,1,20,2.64
2809,2012,1,21,4.01
2810,2012,1,22,3.16
2811,2012,1,23,4.06
2812,2012,1,24,4.31
2813,2012,1,25,3.98
2814,2012,1,26,3.32
2815,2012,1,27,4.17
2816,2012,1,28,4.04
2817,2012,1,29,4.25
2818,2012,1,30,4.44
2819,2012,1,31,4.5
2820,2011,1,1,3.24
2821,2011,1,2,2.2
2822,2011,1,3,2.65
2823,2011,1,4,2.08
2824,2011,1,5,2.65
2825,2011,1,6,2.47
2826,2011,1,7,2.53
2827,2011,1,8,2.5
2828,2011,1,9,1.78
2829,2011,1,10,3.4
2830,2011,1,11,3.77
2831,2011,1,12,3.84
2832,2011,1,13,3.51
2833,2011,1,14,3.42
2834,2011,1,15,3.85
2835,2011,1,16,3.91
2836,2011,1,17,4.28
2837,2011,1,18,4.28
2838,2011,1,19,4.31
2839,2011,1,20,3.91
2840,2011,1,21,3.94
2841,2011,1,22,3.57
2842,2011,1,23,3.62
2843,2011,1,24,4.03
2844,2011,1,25,4.01
2845,2011,1,26,3.97
2846,2011,1,27,3.43
2847,2011,1,28,4.04
2848,2011,1,29,3.42
2849,2011,1,30,3.31
2850,2011,1,31,3.74
2851,2010,1,1,3.47
2852,2010,1,2,1.53
2853,2010,1,3,1.08
2854,2010,1,4,2.07
2855,2010,1,5,3.13
2856,2010,1,6,2.64
2857,2010,1,7,2.04
2858,2010,1,8,1.04
2859,2010,1,9,1.89
2860,2010,1,10,0.99
2861,2010,1,11,2.2
2862,2010,1,12,1.57
2863,2010,1,13,1.66
2864,2010,1,14,2.56
2865,2010,1,15,3.62
2866,2010,1,16,3.5
2867,2010,1,17,1.32
2868,2010,1,18,2.19
2869,2010,1,19,2.43
2870,2010,1,20,2.34
2871,2010,1,21,2.39
2872,2010,1,22,2.51
2873,2010,1,23,3.14
2874,2010,1,24,3.29
2875,2010,1,25,3.5
2876,2010,1,26,3.16
2877,2010,1,27,3.41
2878,2010,1,28,3.38
2879,2010,1,29,3.84
2880,2010,1,30,3.97
2881,2010,1,31,4.45
2882,2009,1,1,3.37
2883,2009,1,2,2.96
2884,2009,1,3,1.59
2885,2009,1,4,1.85
2886,2009,1,5,2.48
2887,2009,1,6,2.31
2888,2009,1,7,2.61
2889,2009,1,8,3.3
2890,2009,1,9,1.82
2891,2009,1,10,2.5
2892,2009,1,11,3.3
2893,2009,1,12,3.46
2894,2009,1,13,3.33
2895,2009,1,14,3.36
2896,2009,1,15,3.27
2897,2009,1,16,2.51
2898,2009,1,17,1.99
2899,2009,1,18,2.58
2900,2009,1,19,2.71
2901,2009,1,20,4.29
2902,2009,1,21,3.96
2903,2009,1,22,3.69
2904,2009,1,23,4.04
2905,2009,1,24,3.43
2906,2009,1,25,3.11
2907,2009,1,26,3.81
2908,2009,1,27,4.49
2909,2009,1,28,4.38
2910,2009,1,29,4.11
2911,2009,1,30,4.31
2912,2009,1,31,4.6
2913,2008,1,1,3.91
2914,2008,1,2,3.4
2915,2008,1,3,3.07
2916,2008,1,4,3.33
2917,2008,1,5,2.87
2918,2008,1,6,2.23
2919,2008,1,7,2.91
2920,2008,1,8,2.56
2921,2008,1,9,2.52
2922,2008,1,10,3.09
2923,2008,1,11,3.67
2924,2008,1,12,3.94
2925,2008,1,13,4.14
2926,2008,1,14,4.29
2927,2008,1,15,3.9
2928,2008,1,16,3.92
2929,2008,1,17,2.85
2930,2008,1,18,3.45
2931,2008,1,19,3.78
2932,2008,1,20,4.3
2933,2008,1,21,4.1
2934,2008,1,22,2.78
2935,2008,1,23,4.43
2936,2008,1,24,3.9
2937,2008,1,25,3.03
2938,2008,1,26,3.23
2939,2008,1,27,3.78
2940,2008,1,28,2.87
2941,2008,1,29,3.62
2942,2008,1,30,4.07
2943,2008,1,31,4.4
2944,2015,2,1,3.89
2945,2015,2,2,3.34
2946,2015,2,3,3.76
2947,2015,2,4,3.0
2948,2015,2,5,4.8
2949,2015,2,6,4.69
2950,2015,2,7,4.22
2951,2015,2,8,4.05
2952,2015,2,9,4.68
2953,2015,2,10,4.78
2954,2015,2,11,4.37
2955,2015,2,12,4.41
2956,2015,2,13,5.04
2957,2015,2,14,4.87
2958,2015,2,15,4.7
2959,2015,2,16,3.86
2960,2015,2,17,4.39
2961,2015,2,18,4.02
2962,2015,2,19,4.46
2963,2015,2,20,4.66
2964,2015,2,21,4.87
2965,2015,2,22,5.3
2966,2015,2,23,4.66
2967,2015,2,24,3.31
2968,2015,2,25,3.23
2969,2015,2,26,5.2
2970,2015,2,27,5.51
2971,2015,2,28,4.85
2972,2016,2,1,3.98
2973,2016,2,2,4.7
2974,2016,2,3,4.7
2975,2016,2,4,4.76
2976,2016,2,5,4.56
2977,2016,2,6,4.29
2978,2016,2,7,2.67
2979,2016,2,8,4.24
2980,2016,2,9,4.43
2981,2016,2,10,4.17
2982,2016,2,11,4.2
2983,2016,2,12,4.28
2984,2016,2,13,3.6
2985,2016,2,14,4.46
2986,2016,2,15,3.77
2987,2016,2,16,4.26
2988,2016,2,17,3.66
2989,2016,2,18,1.9
2990,2016,2,19,3.33
2991,2016,2,20,3.35
2992,2016,2,21,5.37
2993,2016,2,22,5.8
2994,2016,2,23,5.78
2995,2016,2,24,5.64
2996,2016,2,25,5.55
2997,2016,2,26,5.05
2998,2016,2,27,4.82
2999,2016,2,28,4.67
3000,2017,2,1,4.09
3001,2017,2,2,3.72
3002,2017,2,3,3.74
3003,2017,2,4,3.26
3004,2017,2,5,2.53
3005,2017,2,6,3.75
3006,2017,2,7,4.74
3007,2017,2,8,4.45
3008,2017,2,9,4.73
3009,2017,2,10,5.02
3010,2017,2,11,4.92
3011,2017,2,12,3.91
3012,2017,2,13,4.54
3013,2017,2,14,4.98
3014,2017,2,15,4.75
3015,2017,2,16,4.31
3016,2017,2,17,3.78
3017,2017,2,18,4.8
3018,2017,2,19,4.84
3019,2017,2,20,4.84
3020,2017,2,21,4.82
3021,2017,2,22,5.51
3022,2017,2,23,5.81
3023,2017,2,24,5.9
3024,2017,2,25,5.71
3025,2017,2,26,5.83
3026,2017,2,27,5.69
3027,2017,2,28,5.11
3028,2018,2,1,4.36
3029,2018,2,2,4.34
3030,2018,2,3,4.28
3031,2018,2,4,4.83
3032,2018,2,5,3.11
3033,2018,2,6,2.6
3034,2018,2,7,4.9
3035,2018,2,8,4.38
3036,2018,2,9,4.8
3037,2018,2,10,4.37
3038,2018,2,11,3.45
3039,2018,2,12,2.2
3040,2018,2,13,4.11
3041,2018,2,14,5.0
3042,2018,2,15,4.8
3043,2018,2,16,4.43
3044,2018,2,17,4.41
3045,2018,2,18,4.8
3046,2018,2,19,4.93
3047,2018,2,20,5.04
3048,2018,2,21,4.76
3049,2018,2,22,4.54
3050,2018,2,23,4.41
3051,2018,2,24,4.14
3052,2018,2,25,4.76
3053,2018,2,26,5.79
3054,2018,2,27,5.03
3055,2018,2,28,4.51
3056,2019,2,1,3.13
3057,2019,2,2,2.31
3058,2019,2,3,2.5
3059,2019,2,4,3.41
3060,2019,2,5,2.78
3061,2019,2,6,3.14
3062,2019,2,7,1.43
3063,2019,2,8,4.7
3064,2019,2,9,5.17
3065,2019,2,10,3.74
