,year,month,day,irradiance
1068,2010,10,31,3.89
1069,2011,10,1,6.05
1070,2011,10,2,5.91
1071,2011,10,3,5.82
1072,2011,10,4,5.62
1073,2011,10,5,5.56
1074,2011,10,6,5.43
1075,2011,10,7,5.28
1076,2011,10,8,5.06
1077,2011,10,9,4.82
1078,2011,10,10,5.19
1079,2011,10,11,5.06
1080,2011,10,12,5.1
1081,2011,10,13,5.21
1082,2011,10,14,4.71
1083,2011,10,15,5.27
1084,2011,10,16,5.23
1085,2011,10,17,5.05
1086,2011,10,18,4.61
1087,2011,10,19,4.61
1088,2011,10,20,4.58
1089,2011,10,21,3.79
1090,2011,10,22,3.83
1091,2011,10,23,4.05
1092,2011,10,24,4.51
1093,2011,10,25,3.9
1094,2011,10,26,3.93
1095,2011,10,27,4.33
1096,2011,10,28,4.38
1097,2011,10,29,4.02
1098,2011,10,30,3.58
1099,2011,10,31,3.18
1100,2012,10,1,5.78
1101,2012,10,2,5.56
1102,2012,10,3,5.38
1103,2012,10,4,5.81
1104,2012,10,5,5.91
1105,2012,10,6,5.85
1106,2012,10,7,5.61
1107,2012,10,8,5.4
1108,2012,10,9,5.3
1109,2012,10,10,5.22
1110,2012,10,11,5.06
1111,2012,10,12,5.29
1112,2012,10,13,5.28
1113,2012,10,14,5.34
1114,2012,10,15,5.11
1115,2012,10,16,4.67
1116,2012,10,17,4.86
1117,2012,10,18,4.57
1118,2012,10,19,4.4
1119,2012,10,20,4.05
1120,2012,10,21,3.81
1121,2012,10,22,3.95
1122,2012,10,23,3.79
1123,2012,10,24,4.38
1124,2012,10,25,4.68
1125,2012,10,26,4.34
1126,2012,10,27,4.2
1127,2012,10,28,3.78
1128,2012,10,29,3.45
1129,2012,10,30,3.41
1130,2012,10,31,3.61
1131,2013,10,1,5.34
1132,2013,10,2,4.8
1133,2013,10,3,5.15
1134,2013,10,4,1.96
1135,2013,10,5,4.9
1136,2013,10,6,4.72
1137,2013,10,7,4.43
1138,2013,10,8,4.54
1139,2013,10,9,5.12
1140,2013,10,10,5.21
1141,2013,10,11,1.76
1142,2013,10,12,3.85
1143,2013,10,13,4.65
1144,2013,10,14,4.36
1145,2013,10,15,4.87
1146,2013,10,16,5.1
1147,2013,10,17,4.88
1148,2013,10,18,4.34
1149,2013,10,19,4.44
1150,2013,10,20,4.69
1151,2013,10,21,4.84
1152,2013,10,22,4.61
1153,2013,10,23,4.22
1154,2013,10,24,4.19
1155,2013,10,25,3.81
1156,2013,10,26,3.37
1157,2013,10,27,2.87
1158,2013,10,28,3.84
1159,2013,10,29,4.16
1160,2013,10,30,4.41
1161,2013,10,31,4.49
1162,2014,10,1,5.46
1163,2014,10,2,5.15
1164,2014,10,3,5.12
1165,2014,10,4,5.41
1166,2014,10,5,5.51
1167,2014,10,6,4.97
1168,2014,10,7,4.22
1169,2014,10,8,4.32
1170,2014,10,9,5.02
1171,2014,10,10,5.46
1172,2014,10,11,5.27
1173,2014,10,12,5.29
1174,2014,10,13,4.8
1175,2014,10,14,2.92
1176,2014,10,15,3.82
1177,2014,10,16,4.83
1178,2014,10,17,5.0
1179,2014,10,18,4.83
1180,2014,10,19,4.89
1181,2014,10,20,4.53
1182,2014,10,21,4.55
1183,2014,10,22,4.41
1184,2014,10,23,4.29
1185,2014,10,24,3.87
1186,2014,10,25,3.47
1187,2014,10,26,3.83
1188,2014,10,27,3.81
1189,2014,10,28,3.87
1190,2014,10,29,3.15
1191,2014,10,30,3.68
1192,2014,10,31,3.53
1193,2023,10,1,5.46
1194,2023,10,2,5.77
1195,2023,10,3,5.83
1196,2023,10,4,5.79
1197,2023,10,5,5.68
1198,2023,10,6,5.7
1199,2023,10,7,5.54
1200,2023,10,8,5.44
1201,2023,10,9,5.35
1202,2023,10,10,5.34
1203,2023,10,11,5.48
1204,2023,10,12,5.37
1205,2023,10,13,5.14
1206,2023,10,14,4.98
1207,2023,10,15,4.56
1208,2023,10,16,3.49
1209,2023,10,17,2.88
1210,2023,10,18,4.92
1211,2023,10,19,5.15
1212,2023,10,20,4.94
1213,2023,10,21,4.76
1214,2023,10,22,4.38
1215,2023,10,23,4.43
1216,2023,10,24,4.46
1217,2023,10,25,4.48
1218,2023,10,26,4.78
1219,2023,10,27,4.65
1220,2023,10,28,4.03
1221,2023,10,29,4.23
1222,2023,10,30,4.13
1223,2023,10,31,3.66
1224,2015,10,1,5.93
1225,2015,10,2,6.06
1226,2015,10,3,5.93
1227,2015,10,4,5.86
1228,2015,10,5,5.71
1229,2015,10,6,5.39
1230,2015,10,7,5.14
1231,2015,10,8,5.31
1232,2015,10,9,5.71
1233,2015,10,10,5.82
1234,2015,10,11,5.64
1235,2015,10,12,5.41
1236,2015,10,13,4.66
1237,2015,10,14,4.15
1238,2015,10,15,4.4
1239,2015,10,16,4.64
1240,2015,10,17,4.56
1241,2015,10,18,4.38
1242,2015,10,19,4.37
1243,2015,10,20,4.39
1244,2015,10,21,4.34
1245,2015,10,22,4.68
1246,2015,10,23,5.08
1247,2015,10,24,4.72
1248,2015,10,25,4.54
1249,2015,10,26,4.07
1250,2015,10,27,3.99
1251,2015,10,28,2.95
1252,2015,10,29,4.18
1253,2015,10,30,4.45
1254,2015,10,31,4.03
1255,2016,10,1,5.01
1256,2016,10,2,4.81
1257,2016,10,3,4.54
1258,2016,10,4,3.41
1259,2016,10,5,2.48
1260,2016,10,6,2.98
1261,2016,10,7,4.33
1262,2016,10,8,4.69
1263,2016,10,9,5.1
1264,2016,10,10,4.47
1265,2016,10,11,5.41
1266,2016,10,12,5.44
1267,2016,10,13,5.64
1268,2016,10,14,5.54
1269,2016,10,15,5.21
1270,2016,10,16,4.96
1271,2016,10,17,4.95
1272,2016,10,18,4.9
1273,2016,10,19,5.0
1274,2016,10,20,5.28
1275,2016,10,21,5.22
1276,2016,10,22,5.15
1277,2016,10,23,4.64
1278,2016,10,24,4.81
1279,2016,10,25,4.9
1280,2016,10,26,4.4
1281,2016,10,27,4.35
1282,2016,10,28,3.98
1283,2016,10,29,3.76
1284,2016,10,30,3.45
1285,2016,10,31,3.41
1286,2017,10,1,5.78
1287,2017,10,2,5.99
1288,2017,10,3,5.92
1289,2017,10,4,5.45
1290,2017,10,5,5.29
1291,2017,10,6,5.26
1292,2017,10,7,5.61
1293,2017,10,8,5.34
1294,2017,10,9,4.97
1295,2017,10,10,4.84
1296,2017,10,11,4.79
1297,2017,10,12,4.65
1298,2017,10,13,4.83
1299,2017,10,14,5.23
1300,2017,10,15,5.3
1301,2017,10,16,5.31
1302,2017,10,17,5.05
1303,2017,10,18,5.05
1304,2017,10,19,4.85
1305,2017,10,20,4.68
1306,2017,10,21,4.3
1307,2017,10,22,4.89
1308,2017,10,23,4.83
1309,2017,10,24,4.36
1310,2017,10,25,4.17
1311,2017,10,26,3.85
1312,2017,10,27,3.8
1313,2017,10,28,4.27
1314,2017,10,29,3.79
1315,2017,10,30,3.79
1316,2017,10,31,3.46
1317,2018,10,1,5.78
1318,2018,10,2,5.81
1319,2018,10,3,5.64
1320,2018,10,4,5.22
1321,2018,10,5,5.47
1322,2018,10,6,5.4
1323,2018,10,7,5.28
1324,2018,10,8,5.38
1325,2018,10,9,5.3
1326,2018,10,10,4.98
1327,2018,10,11,4.04
1328,2018,10,12,4.74
1329,2018,10,13,5.0
1330,2018,10,14,5.15
1331,2018,10,15,5.1
1332,2018,10,16,4.16
1333,2018,10,17,5.09
1334,2018,10,18,4.56
1335,2018,10,19,4.86
1336,2018,10,20,4.66
1337,2018,10,21,4.17
1338,2018,10,22,4.83
1339,2018,10,23,4.93
1340,2018,10,24,4.69
1341,2018,10,25,4.58
1342,2018,10,26,3.98
1343,2018,10,27,4.12
1344,2018,10,28,4.39
1345,2018,10,29,4.53
1346,2018,10,30,4.18
1347,2018,10,31,3.72
1348,2019,10,1,3.75
1349,2019,10,2,4.92
1350,2019,10,3,5.1
1351,2019,10,4,4.96
1352,2019,10,5,5.37
1353,2019,10,6,5.26
1354,2019,10,7,4.35
1355,2019,10,8,5.37
1356,2019,10,9,5.4
1357,2019,10,10,5.16
1358,2019,10,11,5.02
1359,2019,10,12,4.78
1360,2019,10,13,4.61
1361,2019,10,14,4.62
1362,2019,10,15,4.37
1363,2019,10,16,4.24
1364,2019,10,17,4.28
1365,2019,10,18,4.12
1366,2019,10,19,3.64
1367,2019,10,20,4.12
1368,2019,10,21,4.63
1369,2019,10,22,4.39
1370,2019,10,23,4.8
1371,2019,10,24,4.4
1372,2019,10,25,4.14
1373,2019,10,26,4.09
1374,2019,10,27,3.77
1375,2019,10,28,3.03
1376,2019,10,29,2.23
1377,2019,10,30,2.52
1378,2019,10,31,3.69
1379,2020,10,1,5.72
1380,2020,10,2,5.82
1381,2020,10,3,5.71
1382,2020,10,4,5.74
1383,2020,10,5,5.86
1384,2020,10,6,5.79
1385,2020,10,7,5.72
1386,2020,10,8,5.5
1387,2020,10,9,5.28
1388,2020,10,10,5.17
1389,2020,10,11,5.01
1390,2020,10,12,4.97
1391,2020,10,13,4.07
1392,2020,10,14,4.0
1393,2020,10,15,4.28
1394,2020,10,16,4.5
1395,2020,10,17,4.38
1396,2020,10,18,4.3
1397,2020,10,19,4.71
1398,2020,10,20,5.17
1399,2020,10,21,4.76
1400,2020,10,22,3.94
1401,2020,10,23,4.36
1402,2020,10,24,4.32
1403,2020,10,25,4.09
1404,2020,10,26,4.09
1405,2020,10,27,3.89
1406,2020,10,28,3.87
1407,2020,10,29,3.68
1408,2020,10,30,4.05
1409,2020,10,31,3.94
1410,2021,10,1,4.89
1411,2021,10,2,4.79
1412,2021,10,3,5.2
1413,2021,10,4,5.48
1414,2021,10,5,5.13
1415,2021,10,6,5.11
1416,2021,10,7,5.18
1417,2021,10,8,5.31
1418,2021,10,9,5.45
1419,2021,10,10,5.35
1420,2021,10,11,5.19
1421,2021,10,12,5.3
1422,2021,10,13,5.53
1423,2021,10,14,5.31
1424,2021,10,15,5.14
1425,2021,10,16,4.8
1426,2021,10,17,2.13
1427,2021,10,18,1.16
1428,2021,10,19,4.79
1429,2021,10,20,4.57
1430,2021,10,21,5.3
1431,2021,10,22,5.21
1432,2021,10,23,4.77
1433,2021,10,24,3.75
1434,2021,10,25,4.25
1435,2021,10,26,4.64
1436,2021,10,27,4.6
1437,2021,10,28,4.55
1438,2021,10,29,4.24
1439,2021,10,30,4.39
1440,2021,10,31,4.53
1441,2022,10,1,5.17
1442,2022,10,2,5.47
1443,2022,10,3,5.68
1444,2022,10,4,5.02
1445,2022,10,5,3.98
1446,2022,10,6,3.65
1447,2022,10,7,1.85
1448,2022,10,8,1.24
1449,2022,10,9,1.58
1450,2022,10,10,1.79
1451,2022,10,11,3.77
1452,2022,10,12,4.8
1453,2022,10,13,5.24
1454,2022,10,14,5.05
1455,2022,10,15,5.05
1456,2022,10,16,4.84
1457,2022,10,17,4.95
1458,2022,10,18,4.83
1459,2022,10,19,5.07
1460,2022,10,20,4.81
1461,2022,10,21,4.95
1462,2022,10,22,4.63
1463,2022,10,23,4.55
1464,2022,10,24,4.87
1465,2022,10,25,4.59
1466,2022,10,26,4.73
1467,2022,10,27,4.51
1468,2022,10,28,4.3
1469,2022,10,29,3.71
1470,2022,10,30,3.96
1471,2022,10,31,4.07
1472,2022,11,1,4.03
1473,2022,11,2,4.18
1474,2022,11,3,3.45
1475,2022,11,4,3.54
1476,2022,11,5,3.57
1477,2022,11,6,3.87
1478,2022,11,7,4.01
1479,2022,11,8,2.88
1480,2022,11,9,3.35
1481,2022,11,10,3.24
1482,2022,11,11,3.57
1483,2022,11,12,4.25
1484,2022,11,13,3.99
1485,2022,11,14,3.86
1486,2022,11,15,3.55
1487,2022,11,16,3.58
1488,2022,11,17,3.92
1489,2022,11,18,4.14
1490,2022,11,19,3.93
1491,2022,11,20,3.82
1492,2022,11,21,4.03
1493,2022,11,22,4.14
1494,2022,11,23,4.17
1495,2022,11,24,4.08
1496,2022,11,25,4.13
1497,2022,11,26,3.82
1498,2022,11,27,3.85
1499,2022,11,28,3.68
1500,2022,11,29,3.47
1501,2022,11,30,3.32
1502,2021,11,1,4.27
1503,2021,11,2,3.92
1504,2021,11,3,3.76
1505,2021,11,4,3.43
1506,2021,11,5,2.73
1507,2021,11,6,3.16
1508,2021,11,7,3.43
1509,2021,11,8,3.25
1510,2021,11,9,3.66
1511,2021,11,10,3.41
1512,2021,11,11,3.14
1513,2021,11,12,3.05
1514,2021,11,13,3.48
1515,2021,11,14,3.37
1516,2021,11,15,3.19
1517,2021,11,16,3.56
1518,2021,11,17,3.42
1519,2021,11,18,3.49
1520,2021,11,19,2.95
1521,2021,11,20,2.8
1522,2021,11,21,3.54
1523,2021,11,22,4.19
1524,2021,11,23,4.04
1525,2021,11,24,3.94
1526,2021,11,25,3.74
1527,2021,11,26,3.61
1528,2021,11,27,3.29
1529,2021,11,28,3.47
1530,2021,11,29,3.38
1531,2021,11,30,3.48
1532,2020,11,1,4.16
1533,2020,11,2,4.34
1534,2020,11,3,4.42
1535,2020,11,4,3.71
1536,2020,11,5,3.33
1537,2020,11,6,3.39
1538,2020,11,7,3.42
1539,2020,11,8,2.75
1540,2020,11,9,3.44
1541,2020,11,10,3.56
1542,2020,11,11,3.58
1543,2020,11,12,3.64
1544,2020,11,13,3.59
1545,2020,11,14,3.05
1546,2020,11,15,2.99
1547,2020,11,16,2.71
1548,2020,11,17,3.36
1549,2020,11,18,3.34
1550,2020,11,19,2.97
1551,2020,11,20,3.62
1552,2020,11,21,4.11
1553,2020,11,22,3.84
1554,2020,11,23,3.24
1555,2020,11,24,2.76
1556,2020,11,25,1.91
1557,2020,11,26,2.85
1558,2020,11,27,4.14
1559,2020,11,28,4.07
1560,2020,11,29,4.01
1561,2020,11,30,3.84
1562,2019,11,1,3.5
1563,2019,11,2,2.82
1564,2019,11,3,1.85
1565,2019,11,4,3.02
1566,2019,11,5,4.08
1567,2019,11,6,3.66
1568,2019,11,7,1.49
1569,2019,11,8,3.5
1570,2019,11,9,3.94
1571,2019,11,10,3.41
1572,2019,11,11,3.28
1573,2019,11,12,3.1
1574,2019,11,13,2.66
1575,2019,11,14,1.76
1576,2019,11,15,2.9
1577,2019,11,16,3.28
1578,2019,11,17,3.99
1579,2019,11,18,3.92
1580,2019,11,19,3.77
1581,2019,11,20,3.76
1582,2019,11,21,3.01
1583,2019,11,22,2.91
1584,2019,11,23,2.51
1585,2019,11,24,2.76
1586,2019,11,25,3.1
1587,2019,11,26,2.84
1588,2019,11,27,2.42
1589,2019,11,28,1.81
1590,2019,11,29,2.8
1591,2019,11,30,2.84
1592,2018,11,1,3.47
1593,2018,11,2,3.65
1594,2018,11,3,3.57
1595,2018,11,4,3.98
1596,2018,11,5,3.48
1597,2018,11,6,4.11
1598,2018,11,7,4.4
1599,2018,11,8,3.71
1600,2018,11,9,3.43
1601,2018,11,10,3.15
1602,2018,11,11,3.43
1603,2018,11,12,3.97
1604,2018,11,13,2.99
1605,2018,11,14,2.99
1606,2018,11,15,3.56
1607,2018,11,16,3.89
1608,2018,11,17,3.7
1609,2018,11,18,3.66
1610,2018,11,19,2.87
1611,2018,11,20,3.65
1612,2018,11,21,3.48
1613,2018,11,22,3.36
1614,2018,11,23,3.52
1615,2018,11,24,4.11
1616,2018,11,25,3.87
1617,2018,11,26,3.59
1618,2018,11,27,3.25
1619,2018,11,28,2.67
1620,2018,11,29,2.87
1621,2018,11,30,3.19
1622,2017,11,1,3.69
1623,2017,11,2,3.58
1624,2017,11,3,3.24
1625,2017,11,4,3.47
1626,2017,11,5,3.69
1627,2017,11,6,3.13
1628,2017,11,7,3.08
1629,2017,11,8,2.76
1630,2017,11,9,2.96
1631,2017,11,10,3.15
1632,2017,11,11,3.03
1633,2017,11,12,2.95
1634,2017,11,13,3.11
1635,2017,11,14,3.1
1636,2017,11,15,2.75
1637,2017,11,16,2.88
1638,2017,11,17,2.66
1639,2017,11,18,2.38
1640,2017,11,19,3.2
1641,2017,11,20,3.43
1642,2017,11,21,3.9
1643,2017,11,22,3.88
1644,2017,11,23,4.01
1645,2017,11,24,3.9
1646,2017,11,25,3.78
1647,2017,11,26,3.81
1648,2017,11,27,3.66
1649,2017,11,28,3.96
1650,2017,11,29,3.87
1651,2017,11,30,3.63
1652,2016,11,1,3.57
1653,2016,11,2,3.59
1654,2016,11,3,4.21
1655,2016,11,4,3.95
1656,2016,11,5,2.47
1657,2016,11,6,2.77
1658,2016,11,7,3.7
1659,2016,11,8,3.81
1660,2016,11,9,3.79
1661,2016,11,10,4.12
1662,2016,11,11,4.04
1663,2016,11,12,3.9
1664,2016,11,13,3.84
1665,2016,11,14,3.6
1666,2016,11,15,3.41
1667,2016,11,16,3.53
1668,2016,11,17,3.82
1669,2016,11,18,3.92
1670,2016,11,19,3.89
1671,2016,11,20,3.82
1672,2016,11,21,4.08
1673,2016,11,22,4.29
1674,2016,11,23,4.23
1675,2016,11,24,3.82
1676,2016,11,25,4.13
1677,2016,11,26,4.11
1678,2016,11,27,4.18
1679,2016,11,28,4.19
1680,2016,11,29,3.75
1681,2016,11,30,2.84
1682,2015,11,1,4.22
1683,2015,11,2,4.14
1684,2015,11,3,3.44
1685,2015,11,4,3.74
1686,2015,11,5,2.38
1687,2015,11,6,3.62
1688,2015,11,7,3.31
1689,2015,11,8,3.12
1690,2015,11,9,3.26
1691,2015,11,10,3.19
1692,2015,11,11,3.55
1693,2015,11,12,3.97
1694,2015,11,13,3.46
1695,2015,11,14,3.29
1696,2015,11,15,3.47
1697,2015,11,16,3.43
1698,2015,11,17,4.4
1699,2015,11,18,4.39
1700,2015,11,19,3.83
1701,2015,11,20,3.71
1702,2015,11,21,3.64
1703,2015,11,22,3.41
1704,2015,11,23,3.24
1705,2015,11,24,3.41
1706,2015,11,25,3.61
1707,2015,11,26,2.91
1708,2015,11,27,2.8
1709,2015,11,28,2.3
1710,2015,11,29,2.68
1711,2015,11,30,3.0
1712,2023,11,1,3.93
1713,2023,11,2,3.5
1714,2023,11,3,3.15
1715,2023,11,4,2.83
1716,2023,11,5,2.65
1717,2023,11,6,3.17
1718,2023,11,7,3.11
1719,2023,11,8,3.28
1720,2023,11,9,2.85
1721,2023,11,10,1.83
1722,2023,11,11,3.67
1723,2023,11,12,4.13
1724,2023,11,13,3.6
1725,2023,11,14,2.38
1726,2023,11,15,2.74
1727,2023,11,16,2.63
1728,2023,11,17,2.91
1729,2023,11,18,3.04
1730,2023,11,19,2.89
1731,2023,11,20,2.75
1732,2023,11,21,3.07
1733,2023,11,22,3.44
1734,2023,11,23,3.04
1735,2023,11,24,2.75
1736,2023,11,25,2.61
1737,2023,11,26,2.42
1738,2023,11,27,1.53
1739,2023,11,28,1.64
1740,2023,11,29,2.56
1741,2023,11,30,2.23
1742,2014,11,1,3.38
1743,2014,11,2,4.36
1744,2014,11,3,4.02
1745,2014,11,4,3.88
1746,2014,11,5,3.44
1747,2014,11,6,4.28
1748,2014,11,7,3.62
1749,2014,11,8,3.48
1750,2014,11,9,3.53
1751,2014,11,10,3.32
1752,2014,11,11,3.61
1753,2014,11,12,3.7
1754,2014,11,13,3.39
1755,2014,11,14,3.74
1756,2014,11,15,4.2
1757,2014,11,16,4.38
1758,2014,11,17,4.31
1759,2014,11,18,4.12
1760,2014,11,19,3.85
1761,2014,11,20,3.97
1762,2014,11,21,3.8
1763,2014,11,22,3.88
1764,2014,11,23,3.68
1765,2014,11,24,3.87
1766,2014,11,25,3.93
1767,2014,11,26,3.96
1768,2014,11,27,3.85
1769,2014,11,28,3.83
1770,2014,11,29,3.94
1771,2014,11,30,3.85
1772,2013,11,1,3.77
1773,2013,11,2,3.74
1774,2013,11,3,3.91
1775,2013,11,4,3.93
1776,2013,11,5,2.78
1777,2013,11,6,2.87
1778,2013,11,7,1.87
1779,2013,11,8,2.72
1780,2013,11,9,3.69
1781,2013,11,10,3.51
1782,2013,11,11,3.69
1783,2013,11,12,3.59
1784,2013,11,13,3.65
1785,2013,11,14,3.53
1786,2013,11,15,3.87
1787,2013,11,16,3.84
1788,2013,11,17,3.89
1789,2013,11,18,4.15
1790,2013,11,19,4.16
1791,2013,11,20,4.06
1792,2013,11,21,3.84
1793,2013,11,22,3.55
1794,2013,11,23,3.48
1795,2013,11,24,3.62
1796,2013,11,25,3.8
1797,2013,11,26,4.1
1798,2013,11,27,3.94
1799,2013,11,28,3.92
1800,2013,11,29,3.96
1801,2013,11,30,4.13
1802,2012,11,1,3.41
1803,2012,11,2,3.21
1804,2012,11,3,3.0
1805,2012,11,4,2.69
1806,2012,11,5,3.09
1807,2012,11,6,2.82
1808,2012,11,7,3.25
1809,2012,11,8,2.92
1810,2012,11,9,3.82
1811,2012,11,10,3.88
1812,2012,11,11,4.01
1813,2012,11,12,3.51
1814,2012,11,13,3.25
1815,2012,11,14,3.37
1816,2012,11,15,3.46
1817,2012,11,16,3.11
1818,2012,11,17,3.3
1819,2012,11,18,3.8
1820,2012,11,19,3.59
1821,2012,11,20,3.7
1822,2012,11,21,3.87
1823,2012,11,22,3.71
1824,2012,11,23,3.59
1825,2012,11,24,3.78
1826,2012,11,25,3.64
1827,2012,11,26,3.86
1828,2012,11,27,4.11
1829,2012,11,28,4.05
1830,2012,11,29,3.51
1831,2012,11,30,3.69
1832,2011,11,1,3.8
1833,2011,11,2,4.29
1834,2011,11,3,3.95
1835,2011,11,4,3.78
1836,2011,11,5,3.69
1837,2011,11,6,3.85
1838,2011,11,7,4.05
1839,2011,11,8,3.84
1840,2011,11,9,3.77
1841,2011,11,10,3.77
1842,2011,11,11,3.74
1843,2011,11,12,4.38
1844,2011,11,13,4.36
1845,2011,11,14,4.02
1846,2011,11,15,3.76
1847,2011,11,16,4.14
1848,2011,11,17,4.06
1849,2011,11,18,4.1
1850,2011,11,19,3.4
1851,2011,11,20,2.92
1852,2011,11,21,2.98
1853,2011,11,22,2.92
1854,2011,11,23,2.79
1855,2011,11,24,3.28
1856,2011,11,25,3.25
1857,2011,11,26,3.21
1858,2011,11,27,2.9
1859,2011,11,28,3.2
1860,2011,11,29,3.47
1861,2011,11,30,4.05
1862,2010,11,1,3.92
1863,2010,11,2,3.98
1864,2010,11,3,3.83
1865,2010,11,4,3.42
1866,2010,11,5,3.44
1867,2010,11,6,3.45
1868,2010,11,7,3.72
1869,2010,11,8,3.78
1870,2010,11,9,3.84
1871,2010,11,10,3.5
1872,2010,11,11,2.75
1873,2010,11,12,2.7
1874,2010,11,13,1.99
1875,2010,11,14,2.91
1876,2010,11,15,2.94
1877,2010,11,16,1.98
1878,2010,11,17,2.21
1879,2010,11,18,3.65
1880,2010,11,19,3.61
1881,2010,11,20,3.91
1882,2010,11,21,4.26
1883,2010,11,22,2.28
1884,2010,11,23,2.15
1885,2010,11,24,1.54
1886,2010,11,25,1.6
1887,2010,11,26,3.32
1888,2010,11,27,3.71
1889,2010,11,28,3.98
1890,2010,11,29,3.75
1891,2010,11,30,4.12
1892,2009,11,1,4.05
1893,2009,11,2,3.86
1894,2009,11,3,3.23
1895,2009,11,4,3.77
1896,2009,11,5,4.17
1897,2009,11,6,4.02
1898,2009,11,7,3.03
1899,2009,11,8,3.5
1900,2009,11,9,3.61
1901,2009,11,10,3.79
1902,2009,11,11,3.19
1903,2009,11,12,1.23
1904,2009,11,13,1.52
1905,2009,11,14,2.56
1906,2009,11,15,3.42
1907,2009,11,16,3.17
1908,2009,11,17,3.22
1909,2009,11,18,3.72
1910,2009,11,19,3.91
1911,2009,11,20,4.26
1912,2009,11,21,3.94
1913,2009,11,22,3.67
1914,2009,11,23,3.6
1915,2009,11,24,3.9
1916,2009,11,25,4.02
1917,2009,11,26,4.02
1918,2009,11,27,3.86
1919,2009,11,28,3.58
1920,2009,11,29,2.92
1921,2009,11,30,3.25
1922,2008,11,1,4.49
1923,2008,11,2,4.42
1924,2008,11,3,4.32
1925,2008,11,4,4.11
1926,2008,11,5,4.16
1927,2008,11,6,3.74
1928,2008,11,7,3.57
1929,2008,11,8,3.59
1930,2008,11,9,3.35
1931,2008,11,10,3.18
1932,2008,11,11,3.04
1933,2008,11,12,3.02
1934,2008,11,13,2.98
1935,2008,11,14,3.32
1936,2008,11,15,3.42
1937,2008,11,16,3.59
1938,2008,11,17,3.54
1939,2008,11,18,3.28
1940,2008,11,19,3.32
1941,2008,11,20,3.04
1942,2008,11,21,3.79
1943,2008,11,22,4.25
1944,2008,11,23,4.12
1945,2008,11,24,4.06
1946,2008,11,25,3.71
1947,2008,11,26,3.62
1948,2008,11,27,3.36
1949,2008,11,28,3.58
1950,2008,11,29,3.9
1951,2008,11,30,3.24
1952,2008,12,1,2.19
1953,2008,12,2,3.24
1954,2008,12,3,3.73
1955,2008,12,4,3.76
1956,2008,12,5,3.71
1957,2008,12,6,3.58
1958,2008,12,7,3.38
1959,2008,12,8,2.84
1960,2008,12,9,2.17
1961,2008,12,10,2.53
1962,2008,12,11,2.51
1963,2008,12,12,2.91
1964,2008,12,13,3.22
1965,2008,12,14,3.6
1966,2008,12,15,3.67
1967,2008,12,16,2.85
1968,2008,12,17,3.1
1969,2008,12,18,3.12
1970,2008,12,19,2.22
1971,2008,12,20,1.52
1972,2008,12,21,2.83
1973,2008,12,22,3.98
1974,2008,12,23,4.15
1975,2008,12,24,3.9
1976,2008,12,25,3.45
1977,2008,12,26,3.03
1978,2008,12,27,3.33
1979,2008,12,28,2.84
1980,2008,12,29,2.12
1981,2008,12,30,2.59
1982,2008,12,31,2.35
1983,2009,12,1,3.07
1984,2009,12,2,3.24
1985,2009,12,3,3.26
1986,2009,12,4,3.64
1987,2009,12,5,3.5
1988,2009,12,6,3.35
1989,2009,12,7,3.13
1990,2009,12,8,3.48
1991,2009,12,9,2.92
1992,2009,12,10,2.61
1993,2009,12,11,2.8
1994,2009,12,12,2.76
1995,2009,12,13,2.44
1996,2009,12,14,2.96
1997,2009,12,15,2.01
1998,2009,12,16,2.7
1999,2009,12,17,3.26
2000,2009,12,18,3.29
2001,2009,12,19,3.72
2002,2009,12,20,3.53
2003,2009,12,21,3.49
2004,2009,12,22,3.48
2005,2009,12,23,3.72
2006,2009,12,24,3.71
2007,2009,12,25,3.69
2008,2009,12,26,3.6
2009,2009,12,27,3.18
2010,2009,12,28,3.16
2011,2009,12,29,3.2
2012,2009,12,30,2.92
2013,2009,12,31,3.1
2014,2010,12,1,3.71
2015,2010,12,2,3.3
2016,2010,12,3,3.27
2017,2010,12,4,3.19
2018,2010,12,5,2.96
2019,2010,12,6,3.32
2020,2010,12,7,3.39
2021,2010,12,8,3.26
2022,2010,12,9,2.81
2023,2010,12,10,2.63
2024,2010,12,11,3.51
2025,2010,12,12,3.8
2026,2010,12,13,3.76
2027,2010,12,14,3.87
2028,2010,12,15,3.91
2029,2010,12,16,3.8
2030,2010,12,17,3.72
2031,2010,12,18,3.69
2032,2010,12,19,3.61
2033,2010,12,20,3.76
2034,2010,12,21,3.76
2035,2010,12,22,3.72
2036,2010,12,23,3.6
2037,2010,12,24,3.22
2038,2010,12,25,2.88
2039,2010,12,26,2.18
2040,2010,12,27,2.75
2041,2010,12,28,1.44
2042,2010,12,29,1.84
2043,2010,12,30,1.43
2044,2010,12,31,2.32
2045,2011,12,1,3.61
2046,2011,12,2,3.21
2047,2011,12,3,3.38
2048,2011,12,4,3.68
2049,2011,12,5,3.72
2050,2011,12,6,3.4
2051,2011,12,7,3.03
2052,2011,12,8,3.29
2053,2011,12,9,2.98
2054,2011,12,10,2.95
2055,2011,12,11,3.77
2056,2011,12,12,3.29
2057,2011,12,13,3.51
2058,2011,12,14,3.59
2059,2011,12,15,3.67
2060,2011,12,16,3.52
2061,2011,12,17,3.48
2062,2011,12,18,2.75
2063,2011,12,19,2.29
2064,2011,12,20,2.64
2065,2011,12,21,2.56
2066,2011,12,22,3.08
